MARCA,MODELO,VERS_SISTEMA
Apple,iPhone SE,17.7.1
Apple,iPhone SE,15.3.1
Apple,iPhone SE,17.2.1
Apple,iPhone SE,16.1.1
Apple,iPhone SE,17.6.1
Apple,iPhone SE,16.1.2
Apple,iPhone SE,18.0.1
Apple,iPhone SE,16.3.1
Apple,iPhone SE,16
Apple,iPhone SE,17.0.3
Apple,iPhone SE,15.8
Apple,iPhone SE,16.7.1
Apple,iPhone SE,18.3.2
Apple,iPhone SE,18.3.1
Apple,iPhone X,16.2
Apple,iPhone X,16
Apple,iPhone X,16.7.8
Apple,iPhone X,16.7.5
Apple,iPhone X,16.7.4
Apple,iPhone X,16.7.10
Apple,iPhone X,15.6.1
Apple,iPhone X,16.1.1
Apple,iPhone X,16.5.1
Apple,iPhone X,16.7.7
Apple,iPhone X,16.0.2
Apple,iPhone XR,17.0.2
Apple,iPhone XR,17.5
Apple,iPhone XR,17.4
Apple,iPhone XR,16.1
Apple,iPhone XR,16.6.1
Apple,iPhone XR,15.6.1
Apple,iPhone XR,16.3
Apple,iPhone XR,17.6
Apple,iPhone XR,14.8.1
Apple,iPhone XR,17.3
Apple,iPhone XR,18.2
Apple,iPhone XR,17.1.1
Apple,iPhone XR,18.3.2
Apple,iPhone XR,15.0.2
Apple,iPhone XR,16.6
Apple,iPhone XR,17.4.1
Apple,iPhone XR,15.5
Apple,iPhone XR,17.7
Apple,iPhone XR,16.2
Apple,iPhone XR,15.3.1
Apple,iPhone XR,18.2.1
Apple,iPhone XR,18.3.1
Apple,iPhone XR,18.1
Apple,iPhone XR,18
Apple,iPhone XR,17.5.1
Apple,iPhone XR,18.0.1
Apple,iPhone XR,16.1.2
Apple,iPhone XR,18.1.1
Apple,iPhone XR,16
Apple,iPhone XR,16.0.3
Apple,iPhone XR,17.2.1
Apple,iPhone XR,18.3
Apple,iPhone XR,17.2
Apple,iPhone XR,17.0.3
Apple,iPhone XR,16.1.1
Apple,iPhone XR,17.3.1
Apple,iPhone XR,17.1.2
Apple,iPhone XR,16.0.2
Apple,iPhone XR,16.3.1
Apple,iPhone XR,17.6.1
Apple,iPhone XR,17.7.2
Apple,iPhone XS,17.7.2
Apple,iPhone XS,18.3.1
Apple,iPhone XS,18.3
Apple,iPhone XS,17.3.1
Apple,iPhone XS,18.1.1
Apple,iPhone XS,16
Apple,iPhone XS,17.4.1
Apple,iPhone XS,17.5.1
Apple,iPhone XS,15.6.1
Apple,iPhone XS,14.1
Apple,iPhone XS,16.6
Apple,iPhone XS,17.1.2
Apple,iPhone XS,16.1.1
Apple,iPhone XS,18.4
Apple,iPhone XS,16.0.2
Apple,iPhone XS,15.6
Apple,iPhone XS,18.0.1
Apple,iPhone XS,16.0.3
Apple,iPhone XS,18
Apple,iPhone XS,17.1.1
Apple,iPhone XS,16.4.1
Apple,iPhone XS,18.2
Apple,iPhone XS,16.5
Apple,iPhone XS,16.2
Apple,iPhone XS,17.6.1
Apple,iPhone XS,17.7.1
Apple,iPhone XS,17.7
Apple,iPhone XS,15.2.1
Apple,iPhone XS,16.3.1
Apple,iPhone XS,18.3.2
Apple,iPhone XS Max,16.4.1
Apple,iPhone XS Max,17.4.1
Apple,iPhone XS Max,18.3.1
Apple,iPhone XS Max,15.6.1
Apple,iPhone XS Max,16.5.1
Apple,iPhone XS Max,17.3.1
Apple,iPhone XS Max,18.0.1
Apple,iPhone XS Max,17.1.2
Apple,iPhone XS Max,16.1.2
Apple,iPhone XS Max,16.6
Apple,iPhone XS Max,17.4
Apple,iPhone XS Max,16.5
Apple,iPhone XS Max,14.8
Apple,iPhone XS Max,18
Apple,iPhone XS Max,15.7.1
Apple,iPhone XS Max,18.1.1
Apple,iPhone XS Max,16.1.1
Apple,iPhone XS Max,16.2
Apple,iPhone XS Max,17.6.1
Apple,iPhone XS Max,16.3.1
Apple,iPhone XS Max,17.5.1
Apple,iPhone XS Max,18.3.2
Apple,iPhone XS Max,17.1.1
Apple,iPhone XS Max,18.2
Apple,iPhone XS Max,17.7
BLU,G61,10
BLU,G8,9
Blackview,BL9000 Pro,14
CUBOT,KINGKONG 9,13
Cat,S62 Pro,11
Coolpad,CP3503L,10
Coolpad,CP3504L,10
DOOGEE,S100,12
DOOGEE,S110,13
DOOGEE,S88Plus,10
DOOGEE,S89Pro,12
DOOGEE,S96Pro,10
DOOGEE,S98,12
DOOGEE,V Max,12
DOOGEE,V10,11
DOOGEE,V20Pro,12
FreeYond,M5,12
HONOR,ABR-LX3,15
HONOR,ALI-NX1,14
HONOR,ALI-NX3,14
HONOR,ALI-NX3,13
HONOR,ALT-LX3,14
HONOR,ALT-NX3,14
HONOR,ANY-LX3,13
HONOR,ANY-LX3,11
HONOR,BRC-NX1,14
HONOR,BRP-NX3,14
HONOR,BVL-N49,14
HONOR,CLK-LX3,14
HONOR,CLK-LX3,13
HONOR,CMA-LX3,13
HONOR,CMA-LX3,11
HONOR,CRT-LX3,12
HONOR,CRT-LX3,14
HONOR,CRT-NX3,13
HONOR,CRT-NX3,14
HONOR,ELI-NX9,14
HONOR,ELI-NX9,15
HONOR,ELN-L03,13
HONOR,ELP-NX9,14
HONOR,FNE-NX9,13
HONOR,FNE-NX9,14
HONOR,GFY-LX3,14
HONOR,JDY-LX3,14
HONOR,JDY-LX3P,14
HONOR,JSN-L23,9
HONOR,JSN-L23,10
HONOR,LGE-NX9,14
HONOR,LLY-LX3,14
HONOR,LLY-LX3,13
HONOR,LLY-NX3,14
HONOR,NTH-NX9,13
HONOR,NTN-LX3,13
HONOR,PGT-N19,13
HONOR,PGT-N19,14
HONOR,PTP-N49,15
HONOR,RBN-NX3,14
HONOR,REA-NX9,13
HONOR,REA-NX9,14
HONOR,REP-AN00,14
HONOR,RKY-LX3,14
HONOR,RKY-LX3,12
HONOR,RMO-NX3,12
HONOR,RMO-NX3,13
HONOR,TFY-LX3,11
HONOR,TFY-LX3,13
HONOR,VNA-LX3,12
HONOR,VNE-LX3,14
HONOR,VNE-LX3,12
HONOR,WDY-LX3,14
HONOR,WDY-LX3,13
HONOR,WOD-LX3,14
HONOR,WOD-LX3,13
HUAWEI,ADY-LX9,12
HUAWEI,AMN-LX3,9
HUAWEI,ANA-LX4,10
HUAWEI,ANE-LX1,9
HUAWEI,ANE-LX2J,9
HUAWEI,ANE-LX3,8.0.0
HUAWEI,ANE-LX3,9
HUAWEI,BAC-L03,8.0.0
HUAWEI,BLA-L09,10
HUAWEI,BLA-L29,10
HUAWEI,CLT-L09,10
HUAWEI,CLT-L29,10
HUAWEI,CLT-L29,8.1.0
HUAWEI,DUB-LX1,8.1.0
HUAWEI,DUB-LX3,8.1.0
HUAWEI,ELE-L04,10
HUAWEI,ELE-L29,9
HUAWEI,ELE-L29,10
HUAWEI,ELS-N04,10
HUAWEI,EML-L09,10
HUAWEI,EML-L09,9
HUAWEI,FIG-LX3,9
HUAWEI,FIG-LX3,8.0.0
HUAWEI,FLA-LX3,9
HUAWEI,FOA-LX9,12
HUAWEI,GLA-LX3,12
HUAWEI,HBN-LX9,12
HUAWEI,HBP-LX9,12
HUAWEI,HMA-L29,10
HUAWEI,JAD-LX9,12
HUAWEI,JKM-LX3,9
HUAWEI,JLN-LX3,12
HUAWEI,JNY-LX2,10
HUAWEI,LYA-L09,10
HUAWEI,LYA-L29,9
HUAWEI,LYA-L29,10
HUAWEI,MAO-LX9,12
HUAWEI,MAR-LX1B,10
HUAWEI,MAR-LX3A,9
HUAWEI,MAR-LX3A,10
HUAWEI,MAR-LX3Am,9
HUAWEI,MAR-LX3Bm,9
HUAWEI,MAR-LX3Bm,10
HUAWEI,MIS-LX9,12
HUAWEI,MNA-LX9,12
HUAWEI,MRD-LX3,9
HUAWEI,NAM-LX9,12
HUAWEI,POT-LX3,10
HUAWEI,POT-LX3,9
HUAWEI,PRA-LX3,8.0.0
HUAWEI,RNE-L23,8.0.0
HUAWEI,SNE-LX3,10
HUAWEI,SNE-LX3,8.1.0
HUAWEI,STG-LX2,12
HUAWEI,STK-LX3,10
HUAWEI,STK-LX3,9
HUAWEI,VKY-L29,9
HUAWEI,VKY-L29,8.0.0
HUAWEI,VOG-AL00,10
HUAWEI,VOG-L04,9
HUAWEI,VOG-L04,10
HUAWEI,VOG-L29,10
HUAWEI,VTR-L09,9
HUAWEI,YAL-L21,10
Infinix,Infinix X670,13
Infinix,Infinix X6731B,14
Infinix,Infinix X678B,14
Infinix,Infinix X6837,13
Infinix,Infinix X6850,14
Infinix,Infinix X6851B,14
Infinix,Infinix X6860,14
Infinix,Infinix X6861,14
Infinix,Infinix X6871,14
Infinix,Infinix X6880,14
Infinix,Infinix X6882,14
Lenovo,Lenovo L18021,8.1.0
Lenovo,Lenovo L71061,12
Lenovo,Lenovo L71091,12
Lenovo,Lenovo TB-8304F1,7
Lenovo,Lenovo TB-J606F,11
Lenovo,Lenovo TB-J606L,11
Lenovo,Lenovo TB-X306F,10
Lenovo,Lenovo TB-X306X,11
Lenovo,Lenovo TB-X505F,10
Lenovo,Lenovo TB125FU,13
Lenovo,Lenovo TB128FU,13
Lenovo,Lenovo TB128FU,12
Lenovo,Lenovo TB128XU,13
Lenovo,Lenovo YT-J706F,12
Lenovo,Lenovo YT-X705F,10
Lenovo,TB328FU,12
Lenovo,TB328XU,12
Lenovo,TB330XU,14
Lenovo,TB350XU,13
Lenovo,TB350XU,14
Lenovo,TB370FU,14
MIRAY,TPM4G_E108,12
Nokia,Nokia 1.3,11
Nokia,Nokia 2.3,11
Nokia,Nokia 2.4,12
Nokia,Nokia 5.3,12
Nokia,Nokia 5.4,12
Nokia,Nokia 6.1,10
Nokia,Nokia 6.2,11
Nokia,Nokia 7.2,11
Nokia,Nokia 8.3 5G,12
Nokia,Nokia G20,13
Nokia,Nokia G50,13
Nokia,TA-1039,9
Nothing,A063,14
Nothing,A065,14
OPPO,CPH1943,10
OPPO,CPH2145,13
OPPO,CPH2173,11
OPPO,CPH2211,13
OPPO,CPH2239,11
OPPO,CPH2269,11
OPPO,CPH2273,13
OPPO,CPH2343,13
OPPO,CPH2353,13
OPPO,CPH2357,12
OPPO,CPH2363,14
OPPO,CPH2363,12
OPPO,CPH2363,13
OPPO,CPH2365,13
OPPO,CPH2385,14
OPPO,CPH2385,13
OPPO,CPH2387,13
OPPO,CPH2387,14
OPPO,CPH2387,12
OPPO,CPH2477,12
OPPO,CPH2483,14
OPPO,CPH2531,15
OPPO,CPH2531,13
OPPO,CPH2531,14
OPPO,CPH2557,13
OPPO,CPH2557,14
OPPO,CPH2565,13
OPPO,CPH2565,14
OPPO,CPH2577,13
OPPO,CPH2577,14
OPPO,CPH2577,15
OPPO,CPH2579,13
OPPO,CPH2579,14
OPPO,CPH2599,14
OPPO,CPH2599,15
OPPO,CPH2603,15
OPPO,CPH2603,14
OPPO,CPH2625,15
OPPO,CPH2625,14
OPPO,CPH2637,15
OPPO,CPH2637,14
OPPO,CPH2639,15
OPPO,CPH2639,14
OPPO,CPH2669,14
OPPO,CPH2699,15
OPPO,CPH3669,14
OPPO,PCKM00,11
OUKITEL,WP19,12
OnePlus,AC2001,12
OnePlus,AC2003,12
OnePlus,BE2025,11
OnePlus,BE2029,11
OnePlus,CPH2399,12
OnePlus,CPH2413,12
OnePlus,CPH2447,15
OnePlus,CPH2447,14
OnePlus,CPH2449,15
OnePlus,CPH2449,14
OnePlus,CPH2451,14
OnePlus,CPH2451,15
OnePlus,CPH2493,14
OnePlus,CPH2581,14
OnePlus,CPH2581,15
OnePlus,CPH2583,14
OnePlus,CPH2583,15
OnePlus,CPH2611,14
OnePlus,DE2118,12
OnePlus,DN2103,12
OnePlus,DN2103,13
OnePlus,EB2103,13
OnePlus,GM1910,12
OnePlus,GM1917,12
OnePlus,GM1925,10
OnePlus,GN2200,12
OnePlus,HD1905,12
OnePlus,HD1907,12
OnePlus,IN2013,13
OnePlus,IN2015,13
OnePlus,IN2025,13
OnePlus,KB2001,14
OnePlus,KB2003,14
OnePlus,KB2003,13
OnePlus,KB2005,14
OnePlus,LE2111,13
OnePlus,LE2115,14
OnePlus,LE2115,13
OnePlus,LE2117,11
OnePlus,LE2117,14
OnePlus,LE2121,14
OnePlus,LE2125,14
OnePlus,LE2127,14
OnePlus,NE2213,14
OnePlus,NE2215,14
OnePlus,NE2217,14
OnePlus,ONEPLUS A5010,10
OnePlus,ONEPLUS A6000,11
OnePlus,ONEPLUS A6013,11
POCO,21061110AG,13
POCO,21061110AG,12
POCO,21091116AG,13
POCO,21091116AG,11
POCO,21121210G,14
POCO,21121210G,13
POCO,2201116PG,11
POCO,2201116PG,12
POCO,2201116PG,13
POCO,2201117PG,12
POCO,2201117PG,13
POCO,2201117PG,11
POCO,22021211RG,13
POCO,22021211RG,14
POCO,22041216G,12
POCO,22041216G,13
POCO,22041216G,14
POCO,2207117BPG,13
POCO,2207117BPG,12
POCO,22071219CG,14
POCO,22071219CG,12
POCO,22101320G,13
POCO,22101320G,12
POCO,22101320G,14
POCO,22111317PG,12
POCO,22111317PG,13
POCO,22111317PG,14
POCO,23013PC75G,14
POCO,23013PC75G,15
POCO,23013PC75G,13
POCO,23049PCD8G,13
POCO,23049PCD8G,14
POCO,2310FPCA4G,14
POCO,2310FPCA4G,15
POCO,2310FPCA4G,13
POCO,23113RKC6G,14
POCO,23113RKC6G,15
POCO,2311DRK48G,15
POCO,2311DRK48G,14
POCO,23122PCD1G,13
POCO,23122PCD1G,14
POCO,2312FPCA6G,13
POCO,2312FPCA6G,14
POCO,2404APC5FG,15
POCO,24069PC21G,14
POCO,24069PC21G,15
POCO,2412DPC0AG,15
POCO,M2007J20CG,10
POCO,M2007J20CG,11
POCO,M2007J20CG,12
POCO,M2010J19CG,12
POCO,M2010J19CG,11
POCO,M2010J19CG,10
POCO,M2012K11AG,14
POCO,M2012K11AG,12
POCO,M2012K11AG,11
POCO,M2012K11AG,13
POCO,M2102J20SG,13
POCO,M2102J20SG,11
POCO,M2102J20SG,12
POCO,M2103K19PG,13
POCO,M2103K19PG,11
POCO,M2103K19PG,12
POCO,POCO F2 Pro,12
POCO,POCO F2 Pro,10
PRITOM,M10,10
Philco,Hit P10,10
Redmi,21061119AG,12
Redmi,21061119AL,11
Redmi,21061119AL,13
Redmi,21061119AL,12
Redmi,21091116UG,11
Redmi,21091116UG,12
Redmi,21091116UG,13
Redmi,21121119SG,12
Redmi,21121119VL,11
Redmi,21121119VL,12
Redmi,21121119VL,13
Redmi,22011119UY,12
Redmi,2201116SG,12
Redmi,2201116SG,11
Redmi,2201116SG,13
Redmi,2201116TG,13
Redmi,2201116TG,12
Redmi,2201116TG,11
Redmi,2201117SG,12
Redmi,2201117SG,13
Redmi,2201117SG,11
Redmi,2201117SL,11
Redmi,2201117SL,13
Redmi,2201117SL,12
Redmi,2201117SY,13
Redmi,2201117SY,11
Redmi,2201117TG,11
Redmi,2201117TG,12
Redmi,2201117TG,13
Redmi,2201117TL,13
Redmi,2201117TL,12
Redmi,2201117TL,11
Redmi,2201117TY,13
Redmi,2201117TY,11
Redmi,2201117TY,12
Redmi,220233L2G,11
Redmi,22031116BG,12
Redmi,22031116BG,13
Redmi,220333QAG,13
Redmi,220333QAG,12
Redmi,220333QAG,11
Redmi,220333QL,11
Redmi,220333QL,12
Redmi,220333QL,13
Redmi,220333QNY,11
Redmi,220333QNY,13
Redmi,22041219G,14
Redmi,22041219I,13
Redmi,22041219NY,14
Redmi,22041219NY,13
Redmi,220733SL,12
Redmi,22081283G,14
Redmi,2209116AG,13
Redmi,2209116AG,11
Redmi,22101316G,14
Redmi,22101316G,13
Redmi,22101316G,12
Redmi,22101316UG,12
Redmi,22101316UG,13
Redmi,22101316UG,14
Redmi,22111317G,14
Redmi,22120RN86G,14
Redmi,22126RN91Y,13
Redmi,2212ARNC4L,13
Redmi,2212ARNC4L,14
Redmi,2212ARNC4L,12
Redmi,23013RK75C,13
Redmi,23013RK75C,14
Redmi,23021RAA2Y,14
Redmi,23021RAAEG,15
Redmi,23021RAAEG,14
Redmi,23026RN54G,13
Redmi,23028RA60L,13
Redmi,23028RA60L,15
Redmi,23028RA60L,14
Redmi,23030RAC7Y,14
Redmi,2303CRA44A,14
Redmi,2303CRA44A,13
Redmi,2303ERA42L,15
Redmi,2303ERA42L,14
Redmi,2303ERA42L,13
Redmi,23053RN02L,15
Redmi,23053RN02L,14
Redmi,23053RN02L,13
Redmi,23073RPBFL,14
Redmi,23076RN8DY,14
Redmi,23076RN8DY,13
Redmi,23090RA98G,15
Redmi,23090RA98G,13
Redmi,23090RA98G,14
Redmi,23100RN82L,14
Redmi,23100RN82L,15
Redmi,23100RN82L,13
Redmi,23108RN04Y,13
Redmi,23117RA68G,15
Redmi,23117RA68G,13
Redmi,23117RA68G,14
Redmi,23124RA7EO,15
Redmi,23124RA7EO,14
Redmi,23124RA7EO,13
Redmi,23124RN87G,13
Redmi,23124RN87G,15
Redmi,23124RN87G,14
Redmi,23129RA5FL,14
Redmi,23129RA5FL,15
Redmi,23129RA5FL,13
Redmi,23129RAA4G,13
Redmi,23129RAA4G,14
Redmi,2312CRNCCL,14
Redmi,2312DRA50G,15
Redmi,2312DRA50G,14
Redmi,2312DRA50G,13
Redmi,2312DRAABG,14
Redmi,2312DRAABG,15
Redmi,2312DRAABG,13
Redmi,24044RN32L,14
Redmi,24044RN32L,15
Redmi,24049RN28L,15
Redmi,24049RN28L,14
Redmi,2405CRPFDG,14
Redmi,2405CRPFDL,14
Redmi,24069RA21C,14
Redmi,24090RA29G,14
Redmi,24094RAD4G,14
Redmi,2409BRN2CL,14
Redmi,2409BRN2CY,14
Redmi,24115RA8EC,14
Redmi,24115RA8EG,14
Redmi,24116RACCG,14
Redmi,24117RN76L,14
Redmi,M1908C3JGG,13
Redmi,M1908C3JGG,12
Redmi,M1908C3JGG,11
Redmi,M2003J15SC,10
Redmi,M2003J15SC,12
Redmi,M2003J15SC,11
Redmi,M2004J19C,11
Redmi,M2004J19C,12
Redmi,M2004J19C,10
Redmi,M2006C3LG,10
Redmi,M2006C3LG,11
Redmi,M2006C3MG,11
Redmi,M2006C3MG,10
Redmi,M2006C3MNG,10
Redmi,M2007J22G,12
Redmi,M2010J19SG,10
Redmi,M2010J19SL,11
Redmi,M2010J19SL,10
Redmi,M2010J19SL,12
Redmi,M2012K10C,13
Redmi,M2101K6G,11
Redmi,M2101K6G,13
Redmi,M2101K6G,12
Redmi,M2101K6R,12
Redmi,M2101K6R,11
Redmi,M2101K7AG,12
Redmi,M2101K7AG,11
Redmi,M2101K7BG,13
Redmi,M2101K7BG,11
Redmi,M2101K7BG,12
Redmi,M2101K7BL,11
Redmi,M2101K7BL,12
Redmi,M2101K7BL,13
Redmi,M2101K7BNY,13
Redmi,M2101K7BNY,12
Redmi,M2103K19G,12
Redmi,M2103K19G,13
Redmi,M2103K19G,11
Redmi,M2104K10AC,13
Redmi,M2104K10AC,11
Redmi,Redmi Note 8 Pro,11
Redmi,Redmi Note 8 Pro,10
Redmi,Redmi Note 8 Pro,9
Redmi,Redmi Note 9 Pro,10
Redmi,Redmi Note 9 Pro,11
Redmi,Redmi Note 9 Pro,12
Redmi,Redmi Note 9S,11
Redmi,Redmi Note 9S,10
Redmi,Redmi Note 9S,12
Redmi,lime,12
Sony,G3223,8.0.0
Sony,G8141,9
Sony,H3123,9
Sony,H3223,9
Sony,XQ-AS72,12
Sony,XQ-AT51,12
Sony,XQ-BC62,13
Sony,XQ-BQ72,13
Sony,XQ-CQ72,14
Sony,XQ-CT72,14
Sony,XQ-DC72,14
Sony,XQ-DQ72,14
T-Mobile,REVVL V+ 5G,12
TCL,5024J,9
TCL,6165A,12
TCL,9137W,12
TCL,T509A,14
TCL,T610E,13
TCL,T612B,13
TCL,T671E,11
TCL,T671O,11
TCL,T766J,11
TCL,T770B,11
TCL,T799B,11
TCL,T803E,14
TCL,T810S,11
TECNO,TECNO BF7,12
TECNO,TECNO BG6,13
TECNO,TECNO BG7,13
TECNO,TECNO CE7j,11
TECNO,TECNO CE9,11
TECNO,TECNO CH7n,12
TECNO,TECNO CK9n,14
TECNO,TECNO CLA6,14
TECNO,TECNO KE5k,10
TECNO,TECNO KE7,10
TECNO,TECNO KG7,11
TECNO,TECNO KI5k,12
TECNO,TECNO KI7,13
TECNO,TECNO KJ5,13
TECNO,TECNO KJ6,13
TECNO,TECNO KJ7,14
TECNO,TECNO LE6,11
TECNO,TECNO LH7n,13
TECNO,TECNO LH7n,14
TECNO,TECNO LH8n,14
TECNO,TECNO LH8n,13
TECNO,TECNO PR651,11
UMIDIGI,A11 Pro Max,11
UMIDIGI,A9 Pro,10
UMIDIGI,A9 Pro,11
UMIDIGI,BISON,11
UMIDIGI,BISON,10
UMIDIGI,BISON Pro,11
UMIDIGI,MP05,11
UMIDIGI,Power 5,11
UMIDIGI,RP01,11
UMIDIGI,RP02,12
UMIDIGI,RP03,12
UMIDIGI,S5 Pro,10
Ulefone,Armor X5,11
Ulefone,Power Armor 16 Pro,12
Ulefone,Power Armor 19,12
WIKO,U307AS,9
Wings_Mobile,W7,10
Xiaomi,21051182G,13
Xiaomi,2107113SG,13
Xiaomi,2107113SG,11
Xiaomi,2107113SG,14
Xiaomi,2107113SG,12
Xiaomi,2107113SG,15
Xiaomi,21081111RG,11
Xiaomi,21081111RG,12
Xiaomi,21081111RG,13
Xiaomi,21081111RG,14
Xiaomi,2109119DG,11
Xiaomi,2109119DG,13
Xiaomi,2109119DG,14
Xiaomi,2109119DG,12
Xiaomi,2109119DI,14
Xiaomi,2112123AG,11
Xiaomi,2112123AG,13
Xiaomi,2201122G,12
Xiaomi,2201122G,13
Xiaomi,2201122G,15
Xiaomi,2201122G,14
Xiaomi,2201123G,12
Xiaomi,2201123G,14
Xiaomi,2201123G,15
Xiaomi,2201123G,13
Xiaomi,2203121C,13
Xiaomi,2203129G,13
Xiaomi,2203129G,12
Xiaomi,2203129G,14
Xiaomi,22071212AG,13
Xiaomi,22071212AG,12
Xiaomi,22071212AG,14
Xiaomi,22081212UG,12
Xiaomi,22081212UG,14
Xiaomi,22081212UG,13
Xiaomi,2210129SG,13
Xiaomi,2210129SG,15
Xiaomi,2210129SG,14
Xiaomi,2210129SG,12
Xiaomi,2210132G,14
Xiaomi,2304FPN6DC,14
Xiaomi,2304FPN6DG,14
Xiaomi,2304FPN6DG,13
Xiaomi,2306EPN60G,14
Xiaomi,2306EPN60G,15
Xiaomi,2306EPN60G,13
Xiaomi,23078PND5G,14
Xiaomi,23078PND5G,13
Xiaomi,23078PND5G,15
Xiaomi,23116PN5BC,14
Xiaomi,23127PN0CG,14
Xiaomi,23127PN0CG,15
Xiaomi,24030PN60G,14
Xiaomi,24030PN60G,15
Xiaomi,2406APNFAG,15
Xiaomi,2406APNFAG,14
Xiaomi,2407FPN8EG,15
Xiaomi,2407FPN8EG,14
Xiaomi,25010PN30G,15
Xiaomi,M2007J3SG,12
Xiaomi,M2007J3SG,10
Xiaomi,M2007J3SY,12
Xiaomi,M2007J3SY,10
Xiaomi,M2011K2G,14
Xiaomi,M2012K11G,14
Xiaomi,M2101K9AG,12
Xiaomi,M2101K9AG,11
Xiaomi,M2101K9AG,13
Xiaomi,M2101K9G,11
Xiaomi,M2101K9G,12
Xiaomi,M2101K9G,13
Xiaomi,M2101K9R,13
Xiaomi,M2102K1C,14
Xiaomi,M2102K1G,14
Xiaomi,M2102K1G,13
Xiaomi,MI 8,10
Xiaomi,MI 8 Lite,10
Xiaomi,MI 9,11
Xiaomi,MI 9,10
Xiaomi,MI CC 9e,10
Xiaomi,MI MAX 3,10
Xiaomi,Mi 10,13
Xiaomi,Mi 9 Lite,11
Xiaomi,Mi 9 SE,11
Xiaomi,Mi 9T,10
Xiaomi,Mi 9T,11
Xiaomi,Mi 9T Pro,15
Xiaomi,Mi 9T Pro,10
Xiaomi,Mi 9T Pro,11
Xiaomi,Mi 9T Pro,9
Xiaomi,Mi A3,11
Xiaomi,Mi Note 10,11
Xiaomi,Mi Note 10 Lite,10
Xiaomi,Mi Note 10 Lite,12
Xiaomi,Mi Note 10 Pro,11
Xiaomi,POCO F1,10
Xiaomi,POCOPHONE F1,10
Xiaomi,Redmi 5,8.1.0
Xiaomi,Redmi 7A,10
Xiaomi,Redmi 8,10
Xiaomi,Redmi 8A,10
Xiaomi,agate,11
ZTE,Z2350,13
ZTE,Z2359,13
ZTE,Z2450,14
ZTE,Z2453,14
ZTE,Z2459,14
ZTE,ZTE 2050,9
ZTE,ZTE 7060,13
ZTE,ZTE 8010,10
ZTE,ZTE 8030,11
ZTE,ZTE 8045,11
ZTE,ZTE 8046,12
ZTE,ZTE 8050,13
ZTE,ZTE 8550,13
ZTE,ZTE 9047,12
ZTE,ZTE 9050N,13
ZTE,ZTE A7020,10
ZTE,ZTE A7030,11
ZTE,ZTE A7050,12
ZTE,ZTE Blade A3 2020,9
ZTE,ZTE Blade A3 Lite,9
ZTE,ZTE Blade A34,13
ZTE,ZTE Blade A5 2020,11
ZTE,ZTE Blade A5 2020,9
ZTE,ZTE Blade A51,11
ZTE,ZTE Blade A52,11
ZTE,ZTE Blade A52 Lite,11
ZTE,ZTE Blade A53+,12
ZTE,ZTE Blade A54,13
ZTE,ZTE Blade A7 2020,9
ZTE,ZTE Blade L8,9
ZTE,ZTE Blade V10 Vita,9
asus,ASUS_AI2201_A,13
asus,ASUS_AI2203_C,12
asus,ASUS_AI2205_C,14
asus,ASUS_AI2401_D,14
asus,ASUS_I002D,12
asus,ASUS_I005DA,11
asus,ASUS_I005DA,13
blackshark,DLT-H0,10
blackshark,SHARK PRS-H0,11
google,Pixel 4,13
google,Pixel 4 XL,13
google,Pixel 4a,12
